Series Name,Series Code,Country Name,Country Code,1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.01999998092651,1.71000003814697,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.77999997138977,..,..,..,..,1.10000002384186,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.8800001144409,19.5499992370605,24.3600006103516,24.7999992370605,21.7299995422363,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.96000003814697,3.34999990463257,3.57999992370605,3.96000003814697,5.21999979019165,..,..,6.25,9.48999977111816,9.76000022888184,..,..,10.9399995803833,9.14999961853027,9.46000003814697,..,..,6.73000001907349,6.26999998092651,2.52999997138977,..,3.8199999332428,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.4799995422363,18.2099990844727,..,41.3899993896484,33.4300003051758,39.3899993896484,48.6699981689453,50.3699989318848,52.5800018310547,51.4700012207031,56.7999992370605,58.3400001525879,53.1199989318848,47.6599998474121,41.5400009155273,42.1199989318848,45.310001373291,46.1800003051758,48.1100006103516,45.5400009155273,44.8600006103516,39.75,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.3500003814697,9.73999977111816,10.5600004196167,10.4799995422363,11.4099998474121,9.4399995803833,8.8100004196167,11.0200004577637,10.5699996948242,9.89999961853027,8.09000015258789,6.94999980926514,5.90999984741211,9.27000045776367,12.539999961853,14.2200002670288,14.9499998092651,16.9300003051758,15.4399995803833,14.0900001525879,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.73999977111816,27.1499996185303,28.25,27.5400009155273,28.3500003814697,28.9599990844727,28.4500007629395,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.7399997711182,20.1499996185303,21.4599990844727,19.3299999237061,19.3899993896484,17.75,15.1000003814697,11.8100004196167,10.7799997329712,8.35000038146973,9.19999980926514,9.23999977111816,9.56999969482422,8.35999965667725,7.6100001335144,7.78999996185303,13.4099998474121,23.4799995422363,26.3199996948242,28.0499992370605,33,34.25,31.9099998474121,28.3199996948242,25.5799999237061
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.28999996185303,2.24000000953674,2.54999995231628,2.60999989509583,2.69000005722046,2.90000009536743,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.6800003051758,12.4499998092651,13.8599996566772,12.0299997329712,11.1599998474121,8.03999996185303,7.82999992370605,7.05000019073486,8.09000015258789,9.60000038146973,11.9799995422363,11.6400003433228,11.0900001525879,11.9099998474121,15.0600004196167,16.1800003051758,15.4399995803833,17.2299995422363,17.6599998474121,17.5200004577637,16.75,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.35999989509583,3.58999991416931,3.34999990463257,5.34000015258789,5.76999998092651,6.40000009536743,8.4399995803833,4.53000020980835,5.55999994277954,4.90999984741211,5.03000020980835,5.40000009536743,6.40000009536743,7.30000019073486,7.07999992370605,6.30999994277954,5.92999982833862,5.73000001907349,7.28000020980835,6.78000020980835,7.19999980926514,7.76999998092651,8.30000019073486,8.27999973297119,8.89000034332275,9.38000011444092
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.25999999046326,..,2.14000010490417,3.07999992370605,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.560000002384186,0.680000007152557,0.680000007152557,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.35999965667725,..,..,29.1900005340576,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.3400001525879,10.960000038147,10.0500001907349,10.2600002288818,8.60999965667725,8.73999977111816,9.78999996185303,12.9700002670288,10.6999998092651,8.38000011444092,7.73000001907349,8.15999984741211,9.21000003814697,9.6899995803833,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.11999988555908,8.22000026702881,7.65999984741211,18.8299999237061,15.4200000762939,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.71000003814697,..,..,..,..,..,..,..,..,..,2.45000004768372,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.2200002670288,16.3099994659424,15.5900001525879,13.6199998855591,13.5,11.4499998092651,46.3199996948242,14.4300003051758,13.039999961853,11.039999961853,12.0900001525879,10.9499998092651,9.98999977111816,10.5799999237061,11.9300003051758,11.789999961853,12.789999961853,16.5499992370605,17.8600006103516,18.1200008392334,17.5400009155273,17.2900009155273,11.6499996185303,9.80000019073486,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.3100004196167,..,..,10.1400003433228,7.88000011444092,6.76000022888184,4.19999980926514,20.2000007629395,19.7999992370605,4.84999990463257,5.40999984741211,5.76000022888184,5.88000011444092,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.5,7.09999990463257,7.13000011444092,7.67999982833862,6.34000015258789,6.3899998664856,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.37000000476837,1.30999994277954,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.6200008392334,38.060001373291,..,32.0699996948242,..,26.8199996948242,24.6399993896484,29.1200008392334,..,..,21.7600002288818,23.1900005340576,22.8799991607666,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.9200000762939,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.6599998474121,..,18.6800003051758,13.9899997711182,16.7700004577637,20.7299995422363,22.9400005340576,..
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.8400001525879,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
